"comment","id","location","location2","sticker","conditiontext","haspartslist","wantpartslist","collid","baverage","average","avgweight","rank","numowned","objecttype","originalname","minplayers","maxplayers","playingtime","maxplaytime","minplaytime","yearpublished","bggrecplayers","bggbestplayers","bggrecagerange","bgglanguagedependence","publisherid","imageid","year","language","other","itemtype","barcode","pricepaid","pp_currency","currvalue","cv_currency","acquisitiondate","acquiredfrom","quantity","privatecomment","invlocation","invdate","version_publishers","version_languages","version_yearpublished","version_nickname"
"Cards Against Humanity: Everything Box","344346","","","","","","","110493459","553.652","727.391","0","0","520","thing","Cards Against Humanity: Everything Box","4","30","30","0","30","2021","","","","","","","","","","expansion","","","","","","","","","","","","Cards Against Humanity  LLC","English","2021","English first edition"
"Carpe Diem","245934","","","","","","","112097882","706.782","751.888","24.961","397","12048","thing","Carpe Diem","2","4","75","75","45","2018","2,3,2004","3","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Cascadia","295947","","","","","","","111242683","77.731","795.487","18.477","45","63366","thing","Cascadia","1","4","45","45","30","2022","1,2,3,4","2,3","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","Alderac Entertainment Group  KOSMOS","German","2022","German edition with SdJ logo"
"The Castles of Burgundy","271320","","","","","","","110494495","793.498","845.197","29.284","0","22372","thing","The Castles of Burgundy","1","4","120","120","70","2019","1,2,3,4","2","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","alea  Ravensburger","English  French  German","2019","English/French/German edition"
"Cat in the Box","345972","","","","","","","113529094","712.071","758.324","20.154","346","16480","thing","Cat in the Box: Deluxe Edition","2","5","40","40","20","2023","3,4,2005","4","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Pegasus Spiele","German","2023","German edition"
"Cat Lady","228504","","","","","","","110496777","659.133","701.746","13.904","1041","10959","thing","Cat Lady","2","4","30","30","15","2018","2,3,2004","2","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","Pegasus Spiele","German","2018","German edition"
"Catan Junior","184842","","","","","","","110586973","582.151","653.878","1.28","4155","2907","thing","Catan Junior","2","4","30","30","30","2015","2,3,2004","4","5–12","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","KOSMOS","German","2015","German edition 2015"
"Catan: Big Box","191710","","","","","","","110657342","582.876","761.009","2.125","0","1460","thing","Catan: Big Box","3","6","75","75","75","2016","3,4,5,6","4","10+","","","","","","","standalone","","","","","","","","","","","","KOSMOS","German","2016","German standard edition"
"Catan: Das Würfelspiel","27710","","","","","","","110491148","562.518","571.107","12.341","7453","16702","thing","Catan Dice Game","1","4","30","30","15","2015","1,2,2003","2","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","KOSMOS","German","2015","German edition 2015"
"CATAN: Soccer Fever Scenario","381626","","","","","","","110959213","0","581.111","2","0","120","thing","CATAN: Soccer Fever Scenario","3","4","75","75","75","2023","","","","","","","","","","expansion","","","","","","","","","","","","Catan Studio","English","2023","English edition"
"Celestia","175117","","","","","","","110685175","668.648","694.378","13.258","885","15489","thing","Celestia","2","6","30","30","30","2016","3,4,5,6","5,6","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","BLAM !  Heidelberger Spieleverlag","German","2016","German second edition"
"Century: Die Gewürzstraße","209685","","","","","","","110593897","712.419","730.482","18.013","343","32398","thing","Century: Spice Road","2","5","45","45","30","2017","2,3,4,5","3,4","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","ABACUSSPIELE  Plan B Games","German","2017","German edition"
"Challengers!","359970","","","And Spanish version!","","","","110685194","661.982","712.252","17.805","987","7028","thing","Challengers!","1","8","45","45","45","2022","2,4,6,8","4,6,2008","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","1 More Time Games","German","2022","German first edition"
"Das Chamäleon","227072","","","","","","","110659821","617.027","655.118","10.462","2129","10850","thing","The Chameleon","3","8","15","15","15","2018","4,5,6,7,8","6,7","8+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","HCM Kinzel","German","2018","German edition"
"Cheating Moth","105593","","","","","","","111765249","60.917","641.839","11.554","2459","11929","thing","Cheating Moth","3","5","30","30","30","2011","3,4,2005","5","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Checkers","2083","","","","","","","110489330","498.767","492.468","17.199","26426","11255","thing","Checkers","2","2","30","30","30","1150","2","2","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Cheers","204142","","","","","","","110668028","5.494","574.093","1.5","23158","72","thing","Cheers","3","6","25","25","15","2016","2,3,4,5,6","4","","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Chess","171","","","","","","","110489325","70.124","720.836","36.551","449","53379","thing","Chess","2","2","0","0","0","1475","2","2","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Chosŏn","161943","","","","","","","112785609","570.446","653.455","21.429","5645","1339","thing","Chosŏn","2","4","15","15","15","2014","2,3,2004","3,4","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Asmodee  Moonster Games","German","2014","German edition"
"Citadels","205398","","","","","","","110491772","695.606","725.029","20.424","509","26244","thing","Citadels","2","8","60","60","30","2022","3,4,5,6,7","5","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","Hans im Glück","German","2022","German edition 2022"
"Clack!","117555","","","","","","","110489630","552.141","56.898","10.714","16712","766","thing","CLACK!","2","6","10","10","10","2019","2,3,2004","3","3+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","AMIGO","German","2019","German edition 2019"
"Clever hoch Drei","316546","","","","","","","110491750","667.887","74.952","24.026","899","7150","thing","Clever Cubed","1","4","30","30","30","2020","1,2,3,4","2","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Schmidt Spiele","German","2020","German edition"
"Cluedo","130592","","","","","","","110959406","567.796","593.798","14.638","6117","8771","thing","Clue","2","6","40","40","40","2015","3,4,5,6","4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","Hasbro","German","2015","Hasbro German edition"
"Cluedo","1294","","","","","","","117947526","556.771","567.616","16.472","10315","37776","thing","Clue","2","6","45","45","45","1992","3,4,5,6","4,5","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","Parker Spiele","German","1992","Parker German edition 1992"
"Cluedo: Harry Potter Edition","38026","","","","","","","110595589","575.015","623.447","15.745","4930","4738","thing","Clue: Harry Potter Edition","3","5","30","30","30","2020","3,4,2005","4,5","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","Winning Moves International Ltd","German","2020","German white edition"
"Codenames","178900","","","","","","","110492662","74.487","754.218","12.602","139","154119","thing","Codenames","2","8","15","15","15","2016","4,5,6,7,8","6,8","10+","Unplayable in another language","","","","","","standalone","","","","","","","","","","","","Czech Games Edition  Heidelberger Spieleverlag","German","2016","German second edition with SdJ nominee"
"Codenames: Duett","224037","","","","","","","110492078","726.004","74.381","13.557","246","47354","thing","Codenames: Duet","2","2","30","30","15","2017","2","2","12+","Unplayable in another language","","","","","","standalone","","","","","","","","","","","","Asmodee  Heidelberger Spieleverlag","German","2017","German edition"
"Codenames: Pictures","198773","","","","","","","113526327","701.462","718.887","12.393","446","39937","thing","Codenames: Pictures","2","8","15","15","15","2016","4,5,6,7,8","6","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Heidelberger Spieleverlag","German","2016","German edition"
"Codex Naturalis","314503","","","","","","","110586860","662.155","722.992","17.451","985","8657","thing","Codex Naturalis","1","4","30","30","20","2021","2,3,2004","2,3","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","HUCH!","German","2021","German edition"
"Color Brain","223742","","","","","","","110658182","566.618","630.036","1","6373","1700","thing","Colourbrain","2","12","30","30","30","2019","3,4,5,6,7,8,9,10,11,12","4,6,8,9,10,12","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","Game Factory","German","2019","German edition"
"Color Code","342211","","","","","","","110496042","550.608","59.539","1","20641","118","thing","Color Code","2","6","30","30","30","2021","4,5,2006","4,5,2006","6+","","","","","","","standalone","","","","","","","","","","","","Chili Island","German","2021","German edition"
"Coloretto","5782","","","","","","","110656285","682.715","697.915","12.742","666","28527","thing","Coloretto","2","5","30","30","30","2003","2,3,4,5","4","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","ABACUSSPIELE","English  French  German  Italian","2003","ABACUSSPIELE multilingual edition"
"Colt Express: Big Box","341504","","","","","","","110492908","593.443","783.028","22.857","0","1838","thing","Colt Express: Big Box","2","9","40","40","40","2022","3,4,5,6,7,8,9","4,5,2006","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Ludonaute","English  French  German  Spanish","2022","ENG/FRE/GER/SPA edition"
"Combo Fighter","236305","","","","","","","110491950","58.262","692.524","15.263","4105","1148","thing","Combo Fighter","1","4","15","15","5","2020","2,3,2004","2","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","Matagot","English  French","2020","Matagot English/French edition"
"Come Together","361025","","","","","","","110492979","590.503","747.106","31.818","3489","937","thing","Come Together","1","6","90","90","60","2023","1,2,3,4,5,6","4","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Skellig Games","German","2023","German edition"
"Concept","147151","","","","","","","111375330","660.571","676.035","13.755","1012","33178","thing","Concept","4","12","40","40","40","2017","3,4,5,6,7,8,9,10,11,12","6","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","Repos Production","German","2017","German fifth edition"
